"position","abssum1","abssum2","abssum3","abssum4","abssum5","abssum6","abssum7","abssum8","abssum9","abssum10","abssum11","abssum12","abssum13","abssum14","abssum15","abssum16","abssum17","abssum18","abssum19","abssum20","abssum21","abssum22","abssum23","abssum24","abssum25","abssum26","abssum27","abssum28","abssum29","abssum30","abssum31","abssum32","abssum33","abssum34","abssum35","abssum36","abssum37","abssum38","abssum39","abssum40","abssum41","abssum42","abssum43","abssum44","abssum45","abssum46","abssum47","abssum48","abssum49","abssum50"
1,0.000306576956063509,0.000295973150059581,0,0.000295973150059581,0.000295973150059581,0.000306576956063509,0.000295973150059581,0.000295973150059581,0.000295973150059581,0.000295973150059581,0.000306576956063509,0.000295973150059581,0.000306576956063509,0.000502020528074354,0.000295973150059581,0.000295973150059581,0.000306576956063509,0.000306576956063509,0.000306576956063509,0.000295973150059581,0.000295973150059581,0.000306576956063509,0.000306576956063509,0.000502020528074354,0.000295973150059581,0.000306576956063509,0.000502020528074354,0.000295973150059581,0.000295973150059581,0.000306576956063509,0.000306576956063509,0.000295973150059581,0.000295973150059581,0.000502020528074354,0.000502020528074354,0.000295973150059581,0.000295973150059581,0.000502020528074354,0.000502020528074354,0.000295973150059581,0.000502020528074354,0.000502020528074354,0.000295973150059581,0.000295973150059581,0.000502020528074354,0.000502020528074354,0.000306576956063509,0.000502020528074354,0.000306576956063509,0.000502020528074354
2,0.000323163796565495,0,0.000478645102703013,0.000323163796565495,0.000323163796565495,0,0.000478645102703013,0,0,0.000478645102703013,0,0.000478645102703013,0.000323163796565495,0.000223601193283685,0,0.000323163796565495,0.000323163796565495,0,0.000323163796565495,0.000478645102703013,0,0.000323163796565495,0.000478645102703013,0,0.000478645102703013,0.000478645102703013,0.000478645102703013,0.000323163796565495,0.000478645102703013,0.000478645102703013,0,0.000323163796565495,0.000478645102703013,0,0.000323163796565495,0.000478645102703013,0.000323163796565495,0.000478645102703013,0,0.000478645102703013,0.000478645102703013,0,0.000323163796565495,0.000478645102703013,0,0,0.000323163796565495,0,0.000223601193283685,0.000323163796565495
3,0.000646745465928689,0.000358162185875699,0.000358162185875699,0.000646745465928689,0.000646745465928689,0.000201173803361598,0.000201173803361598,0.000358162185875699,0.000358162185875699,0.000646745465928689,0.000201173803361598,0.000646745465928689,0.000201173803361598,0.000358162185875699,0.000358162185875699,0.000646745465928689,0.000201173803361598,0.000201173803361598,0.000201173803361598,0.000646745465928689,0.000358162185875699,0.000646745465928689,0.000201173803361598,0.000201173803361598,0.000646745465928689,0.000201173803361598,0.000201173803361598,0.000646745465928689,0.000646745465928689,0.000201173803361598,0,0.000646745465928689,0.000646745465928689,0,0.000358162185875699,0.000646745465928689,0.000646745465928689,0.000201173803361598,0.000646745465928689,0.000646745465928689,0.000358162185875699,0.000646745465928689,0.000646745465928689,0.000646745465928689,0,0.000358162185875699,0.000201173803361598,0,0.000358162185875699,0.000358162185875699
4,0.000655684474622831,8.84816836332902e-05,0.000655684474622831,0.000475338572869077,0.000475338572869077,0.000475338572869077,0.000475338572869077,8.84816836332902e-05,8.84816836332902e-05,0,0.000655684474622831,0,8.84816836332902e-05,0,8.84816836332902e-05,0.000475338572869077,8.84816836332902e-05,0.000655684474622831,8.84816836332902e-05,0,8.84816836332902e-05,0.000655684474622831,0.000475338572869077,0.000475338572869077,0,0.000655684474622831,0,0.000475338572869077,0,0,8.84816836332902e-05,0.000475338572869077,0,8.84816836332902e-05,0.000475338572869077,0,0.000475338572869077,0,0.000475338572869077,0,8.84816836332902e-05,0.000475338572869077,0.000475338572869077,0,8.84816836332902e-05,0,8.84816836332902e-05,8.84816836332902e-05,8.84816836332902e-05,8.84816836332902e-05
5,0.000101879530120641,0.000173629785422236,0,0.000173629785422236,0.000173629785422236,0.000173629785422236,0.000173629785422236,0.000173629785422236,0.000173629785422236,0.000101879530120641,0,0.000101879530120641,0.000173629785422236,0.000101879530120641,0.000173629785422236,0.000173629785422236,0.000173629785422236,0,0.000173629785422236,0.000101879530120641,0.000173629785422236,0.000101879530120641,0.000101879530120641,0.000101879530120641,0.000101879530120641,0.000101879530120641,0,0.000173629785422236,0.000101879530120641,0.000938432000111789,0.000101879530120641,0.000173629785422236,0.000101879530120641,0.000173629785422236,0.000173629785422236,0.000101879530120641,0.000938432000111789,0,0.000173629785422236,0.000101879530120641,0.000101879530120641,0.000173629785422236,0,0.000101879530120641,0.000173629785422236,0.000173629785422236,0.000173629785422236,0,0,0.000101879530120641
6,0.000836195991723798,0.000836195991723798,0.000836195991723798,0.00141119834734127,0.000926342981983908,0,0.000836195991723798,0.000836195991723798,0.000836195991723798,0.00141119834734127,0,0.00141119834734127,0,0,0.000836195991723798,0.00141119834734127,0,0,0,0.00141119834734127,0.000836195991723798,0.000836195991723798,0.00141119834734127,0.00141119834734127,0.00141119834734127,0.000836195991723798,0,0.000926342981983908,0.00141119834734127,0.000926342981983908,0.000836195991723798,0.00141119834734127,0.00141119834734127,0.000926342981983908,0,0.00141119834734127,0.000926342981983908,0,0,0.00141119834734127,0.00141119834734127,0,0.00141119834734127,0.00141119834734127,0.000926342981983908,0,0,0.00141119834734127,0.000926342981983908,0.000926342981983908
7,0.000332268828060478,0.000332268828060478,0.000103633079561405,0.000103633079561405,0.000103633079561405,0.000469672784674913,0.000103633079561405,0.000332268828060478,0.000103633079561405,0.000469672784674913,0,0.000469672784674913,0.000103633079561405,0,0.000103633079561405,0.000103633079561405,0.000103633079561405,0,0.000103633079561405,0.000469672784674913,0.000103633079561405,0.000332268828060478,0.000332268828060478,0,0.000469672784674913,0.000469672784674913,0,0.000103633079561405,0.000469672784674913,0,0.000469672784674913,0.000103633079561405,0.000469672784674913,0,0.000332268828060478,0.000469672784674913,0.000103633079561405,0,0.000332268828060478,0.000469672784674913,0.000103633079561405,0.000332268828060478,0.000103633079561405,0.000469672784674913,0,0.000469672784674913,0.000103633079561405,0.000469672784674913,0,0.000103633079561405
8,0,0.00105435802834108,0.000616812612861395,0,0,0.000549679883988574,0.000549679883988574,0.00105435802834108,0.000616812612861395,0.000549679883988574,0.00105435802834108,0.000549679883988574,0.00105435802834108,0.000616812612861395,0.000616812612861395,0,0.00105435802834108,0.00105435802834108,0.00105435802834108,0.000549679883988574,0.000616812612861395,0,0.000549679883988574,0.000549679883988574,0.000549679883988574,0.000549679883988574,0,0,0.000549679883988574,0.000549679883988574,0.000616812612861395,0,0.000549679883988574,0.00105435802834108,0,0.000549679883988574,0,0,0,0.000549679883988574,0,0,0,0.000549679883988574,0.00105435802834108,0.000549679883988574,0.00105435802834108,0.000549679883988574,0.00105435802834108,0.000549679883988574
9,0.00204071536427364,0.00204071536427364,0,0.00124881439842284,0.00124881439842284,0,0.00112114535295404,0.00204071536427364,0.00204071536427364,0.00204071536427364,0.00112114535295404,0.00204071536427364,0,0,0.00204071536427364,0.00124881439842284,0,0.00112114535295404,0,0.00204071536427364,0.00204071536427364,0.00204071536427364,0.00124881439842284,0.00124881439842284,0.00204071536427364,0.00204071536427364,0.00204071536427364,0.00124881439842284,0.00204071536427364,0,0.00124881439842284,0.00124881439842284,0.00204071536427364,0.00124881439842284,0.00124881439842284,0.00204071536427364,0.00124881439842284,0.00204071536427364,0,0.00204071536427364,0.00112114535295404,0,0.00124881439842284,0.00204071536427364,0.00124881439842284,0.00204071536427364,0,0.00204071536427364,0.00124881439842284,0
10,0,0.000497769709909335,0.000735295412596315,0.000497769709909335,0.000497769709909335,0.000735295412596315,0.000735295412596315,0.000497769709909335,0.000497769709909335,0.000497769709909335,0.000497769709909335,0.000497769709909335,0,0,0.000497769709909335,0.000497769709909335,0,0.000497769709909335,0,0.000497769709909335,0.000497769709909335,0,0.000497769709909335,0.000497769709909335,0.000497769709909335,0.00119390781037509,0.000497769709909335,0.000497769709909335,0.000497769709909335,0.00119390781037509,0.000497769709909335,0.000497769709909335,0.000497769709909335,0.00119390781037509,0.000735295412596315,0.000497769709909335,0.000497769709909335,0.000497769709909335,0.000497769709909335,0.000497769709909335,0.000735295412596315,0.000497769709909335,0.000497769709909335,0.000497769709909335,0.00119390781037509,0.000735295412596315,0,0.000497769709909335,0.00119390781037509,0.000735295412596315
