"position","abssum1","abssum2","abssum3","abssum4","abssum5","abssum6","abssum7","abssum8","abssum9","abssum10","abssum11","abssum12","abssum13","abssum14","abssum15","abssum16","abssum17","abssum18","abssum19","abssum20","abssum21","abssum22","abssum23","abssum24","abssum25","abssum26","abssum27","abssum28","abssum29","abssum30","abssum31","abssum32","abssum33","abssum34","abssum35","abssum36","abssum37","abssum38","abssum39","abssum40","abssum41","abssum42","abssum43","abssum44","abssum45","abssum46","abssum47","abssum48","abssum49","abssum50"
1,0.000131346281250444,0.000111043898414209,0.000131277865420998,0.000111043898414209,0.000111043898414209,0.000131346281250444,0.000111043898414209,0.000111043898414209,0.000111043898414209,0.000111043898414209,0.000131346281250444,0.000111043898414209,0.000131346281250444,7.53116496525763e-05,0.000111043898414209,0.000111043898414209,0.000131346281250444,0.000131346281250444,0.000131346281250444,0.000111043898414209,0.000111043898414209,0.000131346281250444,0.000131346281250444,7.53116496525763e-05,0.000111043898414209,0.000131346281250444,7.53116496525763e-05,0.000111043898414209,0.000111043898414209,0.000131346281250444,0.000131346281250444,0.000111043898414209,0.000111043898414209,7.53116496525763e-05,7.53116496525763e-05,0.000111043898414209,0.000111043898414209,7.53116496525763e-05,7.53116496525763e-05,0.000111043898414209,7.53116496525763e-05,7.53116496525763e-05,0.000111043898414209,0.000111043898414209,7.53116496525763e-05,7.53116496525763e-05,0.000131346281250444,7.53116496525763e-05,0.000131346281250444,7.53116496525763e-05
2,5.33099200765719e-05,8.28153754355299e-05,8.44143944505049e-05,5.33099200765719e-05,5.33099200765719e-05,8.28153754355299e-05,8.44143944505049e-05,8.28153754355299e-05,8.28153754355299e-05,8.44143944505049e-05,8.28153754355299e-05,8.44143944505049e-05,5.33099200765719e-05,5.85887439683574e-05,8.28153754355299e-05,5.33099200765719e-05,5.33099200765719e-05,8.28153754355299e-05,5.33099200765719e-05,8.44143944505049e-05,8.28153754355299e-05,5.33099200765719e-05,8.44143944505049e-05,8.28153754355299e-05,8.44143944505049e-05,8.44143944505049e-05,8.44143944505049e-05,5.33099200765719e-05,8.44143944505049e-05,8.44143944505049e-05,8.28153754355299e-05,5.33099200765719e-05,8.44143944505049e-05,8.28153754355299e-05,5.33099200765719e-05,8.44143944505049e-05,5.33099200765719e-05,8.44143944505049e-05,8.28153754355299e-05,8.44143944505049e-05,8.44143944505049e-05,8.28153754355299e-05,5.33099200765719e-05,8.44143944505049e-05,8.28153754355299e-05,8.28153754355299e-05,5.33099200765719e-05,8.28153754355299e-05,5.85887439683574e-05,5.33099200765719e-05
3,5.77189687192003e-05,7.52138828374882e-05,7.52138828374882e-05,5.77189687192003e-05,5.77189687192003e-05,0.000124867410477236,0.000124867410477236,7.52138828374882e-05,7.52138828374882e-05,5.77189687192003e-05,0.000124867410477236,5.77189687192003e-05,0.000124867410477236,7.52138828374882e-05,7.52138828374882e-05,5.77189687192003e-05,0.000124867410477236,0.000124867410477236,0.000124867410477236,5.77189687192003e-05,7.52138828374882e-05,5.77189687192003e-05,0.000124867410477236,0.000124867410477236,5.77189687192003e-05,0.000124867410477236,0.000124867410477236,5.77189687192003e-05,5.77189687192003e-05,0.000124867410477236,8.68202721449052e-05,5.77189687192003e-05,5.77189687192003e-05,8.68202721449052e-05,7.52138828374882e-05,5.77189687192003e-05,5.77189687192003e-05,0.000124867410477236,5.77189687192003e-05,5.77189687192003e-05,7.52138828374882e-05,5.77189687192003e-05,5.77189687192003e-05,5.77189687192003e-05,8.68202721449052e-05,7.52138828374882e-05,0.000124867410477236,8.68202721449052e-05,7.52138828374882e-05,7.52138828374882e-05
4,0.000134629199237679,0.000127035440527834,0.000134629199237679,0.000137260782139492,0.000137260782139492,0.000137260782139492,0.000137260782139492,0.000127035440527834,0.000127035440527834,0.000187443061804515,0.000134629199237679,0.000187443061804515,0.000127035440527834,0.000187443061804515,0.000127035440527834,0.000137260782139492,0.000127035440527834,0.000134629199237679,0.000127035440527834,0.000187443061804515,0.000127035440527834,0.000134629199237679,0.000137260782139492,0.000137260782139492,0.000187443061804515,0.000134629199237679,0.000187443061804515,0.000137260782139492,0.000187443061804515,0.000187443061804515,0.000127035440527834,0.000137260782139492,0.000187443061804515,0.000127035440527834,0.000137260782139492,0.000187443061804515,0.000137260782139492,0.000187443061804515,0.000137260782139492,0.000187443061804515,0.000127035440527834,0.000137260782139492,0.000137260782139492,0.000187443061804515,0.000127035440527834,0.000187443061804515,0.000127035440527834,0.000127035440527834,0.000127035440527834,0.000127035440527834
5,0.0002491959148756,0.000229903451327118,0.000207085267902585,0.000229903451327118,0.000229903451327118,0.000229903451327118,0.000229903451327118,0.000229903451327118,0.000229903451327118,0.0002491959148756,0.000207085267902585,0.0002491959148756,0.000229903451327118,0.0002491959148756,0.000229903451327118,0.000229903451327118,0.000229903451327118,0.000207085267902585,0.000229903451327118,0.0002491959148756,0.000229903451327118,0.0002491959148756,0.0002491959148756,0.0002491959148756,0.0002491959148756,0.0002491959148756,0.000207085267902585,0.000229903451327118,0.0002491959148756,0.000233072731134598,0.0002491959148756,0.000229903451327118,0.0002491959148756,0.000229903451327118,0.000229903451327118,0.0002491959148756,0.000233072731134598,0.000207085267902585,0.000229903451327118,0.0002491959148756,0.0002491959148756,0.000229903451327118,0.000207085267902585,0.0002491959148756,0.000229903451327118,0.000229903451327118,0.000229903451327118,0.000207085267902585,0.000207085267902585,0.0002491959148756
6,0.000187885148989153,0.000187885148989153,0.000187885148989153,0.000202834189622081,0.000155844780238112,0.000205874794119154,0.000187885148989153,0.000187885148989153,0.000187885148989153,0.000202834189622081,0.000205874794119154,0.000202834189622081,0.000205874794119154,0.000205874794119154,0.000187885148989153,0.000202834189622081,0.000205874794119154,0.000205874794119154,0.000205874794119154,0.000202834189622081,0.000187885148989153,0.000187885148989153,0.000202834189622081,0.000202834189622081,0.000202834189622081,0.000187885148989153,0.000205874794119154,0.000155844780238112,0.000202834189622081,0.000155844780238112,0.000187885148989153,0.000202834189622081,0.000202834189622081,0.000155844780238112,0.000205874794119154,0.000202834189622081,0.000155844780238112,0.000205874794119154,0.000205874794119154,0.000202834189622081,0.000202834189622081,0.000205874794119154,0.000202834189622081,0.000202834189622081,0.000155844780238112,0.000205874794119154,0.000205874794119154,0.000202834189622081,0.000155844780238112,0.000155844780238112
7,0.000119537233331357,0.000119537233331357,0.000123640154924942,0.000123640154924942,0.000123640154924942,0.000118698208098067,0.000123640154924942,0.000119537233331357,0.000123640154924942,0.000118698208098067,8.71794327395037e-05,0.000118698208098067,0.000123640154924942,8.71794327395037e-05,0.000123640154924942,0.000123640154924942,0.000123640154924942,8.71794327395037e-05,0.000123640154924942,0.000118698208098067,0.000123640154924942,0.000119537233331357,0.000119537233331357,8.71794327395037e-05,0.000118698208098067,0.000118698208098067,8.71794327395037e-05,0.000123640154924942,0.000118698208098067,8.71794327395037e-05,0.000118698208098067,0.000123640154924942,0.000118698208098067,8.71794327395037e-05,0.000119537233331357,0.000118698208098067,0.000123640154924942,8.71794327395037e-05,0.000119537233331357,0.000118698208098067,0.000123640154924942,0.000119537233331357,0.000123640154924942,0.000118698208098067,8.71794327395037e-05,0.000118698208098067,0.000123640154924942,0.000118698208098067,8.71794327395037e-05,0.000123640154924942
8,0.000114372987809475,0.000150556238622812,0.000153000052705465,0.000114372987809475,0.000114372987809475,0.000124982442684995,0.000124982442684995,0.000150556238622812,0.000153000052705465,0.000124982442684995,0.000150556238622812,0.000124982442684995,0.000150556238622812,0.000153000052705465,0.000153000052705465,0.000114372987809475,0.000150556238622812,0.000150556238622812,0.000150556238622812,0.000124982442684995,0.000153000052705465,0.000114372987809475,0.000124982442684995,0.000124982442684995,0.000124982442684995,0.000124982442684995,0.000114372987809475,0.000114372987809475,0.000124982442684995,0.000124982442684995,0.000153000052705465,0.000114372987809475,0.000124982442684995,0.000150556238622812,0.000114372987809475,0.000124982442684995,0.000114372987809475,0.000114372987809475,0.000114372987809475,0.000124982442684995,0.000114372987809475,0.000114372987809475,0.000114372987809475,0.000124982442684995,0.000150556238622812,0.000124982442684995,0.000150556238622812,0.000124982442684995,0.000150556238622812,0.000124982442684995
9,8.9106983068632e-05,8.9106983068632e-05,0.000163836142746732,8.99309770829859e-05,8.99309770829859e-05,0.000163836142746732,8.40656457512523e-05,8.9106983068632e-05,8.9106983068632e-05,8.9106983068632e-05,8.40656457512523e-05,8.9106983068632e-05,0.000163836142746732,0.000163836142746732,8.9106983068632e-05,8.99309770829859e-05,0.000163836142746732,8.40656457512523e-05,0.000163836142746732,8.9106983068632e-05,8.9106983068632e-05,8.9106983068632e-05,8.99309770829859e-05,8.99309770829859e-05,8.9106983068632e-05,8.9106983068632e-05,8.9106983068632e-05,8.99309770829859e-05,8.9106983068632e-05,0.000163836142746732,8.99309770829859e-05,8.99309770829859e-05,8.9106983068632e-05,8.99309770829859e-05,8.99309770829859e-05,8.9106983068632e-05,8.99309770829859e-05,8.9106983068632e-05,0.000163836142746732,8.9106983068632e-05,8.40656457512523e-05,0.000163836142746732,8.99309770829859e-05,8.9106983068632e-05,8.99309770829859e-05,8.9106983068632e-05,0.000163836142746732,8.9106983068632e-05,8.99309770829859e-05,0.000163836142746732
10,0.000138136686928192,0.000163874484769622,0.000100820865100104,0.000163874484769622,0.000163874484769622,0.000100820865100104,0.000100820865100104,0.000163874484769622,0.000163874484769622,0.000163874484769622,0.000163874484769622,0.000163874484769622,0.000138136686928192,0.000138136686928192,0.000163874484769622,0.000163874484769622,0.000138136686928192,0.000163874484769622,0.000138136686928192,0.000163874484769622,0.000163874484769622,0.000138136686928192,0.000163874484769622,0.000163874484769622,0.000163874484769622,9.82181263680104e-05,0.000163874484769622,0.000163874484769622,0.000163874484769622,9.82181263680104e-05,0.000163874484769622,0.000163874484769622,0.000163874484769622,9.82181263680104e-05,0.000100820865100104,0.000163874484769622,0.000163874484769622,0.000163874484769622,0.000163874484769622,0.000163874484769622,0.000100820865100104,0.000163874484769622,0.000163874484769622,0.000163874484769622,9.82181263680104e-05,0.000100820865100104,0.000138136686928192,0.000163874484769622,9.82181263680104e-05,0.000100820865100104
